State,"County, State",Year,Overall Food Insecurity Rate,# of Food Insecure Persons Overall,Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons",SNAP Threshold,% FI ≤ SNAP Threshold,% FI > SNAP Threshold,Child Food Insecurity Rate,# of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal,Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall
TX,Wharton,2021,0.138,5760.0,0.26,0.17,0.07,1.65,0.7,0.3,0.198,2160.0,0.7,0.3,2.92,17.03,2975000.0
TX,Wheeler,2021,0.162,820.0,,,0.1,1.65,0.716,0.284,0.208,270.0,0.77,0.24,3.42,19.92,496000.0
TX,Wichita,2021,0.155,20110.0,0.27,0.18,0.1,1.65,0.586,0.414,0.2,5890.0,0.7,0.3,3.48,20.26,12358000.0
TX,Wilbarger,2021,0.187,2410.0,0.22,0.18,0.15,1.65,0.861,0.139,0.255,750.0,0.92,0.08,3.31,19.3,1411000.0
TX,Willacy,2021,0.194,3960.0,,0.2,0.11,1.65,0.82,0.18,0.264,1280.0,0.84,0.16,2.98,17.35,2084000.0
TX,Williamson,2021,0.101,59840.0,0.17,0.13,0.06,1.65,0.368,0.632,0.105,15760.0,0.46,0.54,3.64,21.2,38490000.0
TX,Wilson,2021,0.106,5240.0,0.07,0.14,0.05,1.65,0.569,0.431,0.114,1360.0,0.72,0.28,3.09,18.02,2863000.0
TX,Winkler,2021,0.123,940.0,,0.13,0.06,1.65,0.571,0.429,0.155,350.0,0.68,0.33,3.21,18.68,533000.0
TX,Wise,2021,0.128,8690.0,0.09,0.14,0.08,1.65,0.559,0.441,0.148,2500.0,0.67,0.33,3.35,19.54,5151000.0
TX,Wood,2021,0.149,6640.0,0.22,0.16,0.09,1.65,0.618,0.382,0.191,1630.0,0.75,0.25,3.39,19.76,3981000.0
TX,Yoakum,2021,0.123,950.0,,0.13,0.07,1.65,0.577,0.423,0.15,380.0,0.58,0.42,3.41,19.85,572000.0
TX,Young,2021,0.137,2440.0,,0.13,0.1,1.65,0.654,0.346,0.178,780.0,0.74,0.26,3.15,18.35,1358000.0
TX,Zapata,2021,0.229,3190.0,,0.23,,1.65,0.852,0.148,0.301,1400.0,0.69,0.32,3.09,18.02,1744000.0
TX,Zavala,2021,0.216,2140.0,,0.2,,1.65,0.892,0.108,0.324,940.0,0.87,0.13,2.83,16.51,1071000.0
TX,Anderson,2022,0.166,9640.0,0.31,0.24,0.12,1.65,0.507,0.493,0.277,3060.0,0.8,0.2,3.59,22.25,6506000.0
TX,Andrews,2022,0.155,2850.0,,0.2,0.09,1.65,0.575,0.425,0.177,1000.0,0.69,0.31,3.79,23.52,2033000.0
TX,Angelina,2022,0.187,16200.0,0.34,0.23,0.13,1.65,0.712,0.288,0.283,6220.0,0.8,0.2,3.66,22.69,11148000.0
TX,Aransas,2022,0.19,4580.0,,0.27,0.12,1.65,0.637,0.363,0.278,1160.0,0.69,0.31,3.5,21.67,3011000.0
TX,Archer,2022,0.16,1390.0,,0.22,0.1,1.65,0.504,0.496,0.218,430.0,0.63,0.37,3.8,23.57,994000.0
TX,Armstrong,2022,0.123,230.0,,,0.06,1.65,0.497,0.503,0.157,70.0,0.71,0.29,3.78,23.4,163000.0
TX,Atascosa,2022,0.163,8050.0,,0.22,0.11,1.65,0.622,0.378,0.194,2580.0,0.71,0.29,3.31,20.5,5006000.0
TX,Austin,2022,0.15,4560.0,0.4,0.18,0.08,1.65,0.586,0.414,0.208,1490.0,0.65,0.35,3.64,22.56,3121000.0
TX,Bailey,2022,0.162,1110.0,,0.19,0.11,1.65,0.5,0.5,0.181,340.0,0.54,0.46,3.94,24.44,823000.0
TX,Bandera,2022,0.17,3590.0,,0.25,0.12,1.65,0.536,0.464,0.226,800.0,0.51,0.49,4.2,26.02,2833000.0
TX,Bastrop,2022,0.148,14580.0,0.21,0.19,0.1,1.65,0.548,0.452,0.2,5030.0,0.64,0.36,3.62,22.45,9930000.0
TX,Baylor,2022,0.177,620.0,,,0.11,1.65,0.564,0.436,0.221,180.0,0.53,0.47,3.8,23.57,443000.0
TX,Bee,2022,0.196,6080.0,0.35,0.27,0.1,1.65,0.555,0.445,0.256,1600.0,0.76,0.24,3.39,21.03,3878000.0
TX,Bell,2022,0.166,61880.0,0.3,0.24,0.13,1.65,0.605,0.395,0.283,29070.0,0.71,0.29,3.49,21.63,40595000.0
TX,Bexar,2022,0.174,351000.0,0.28,0.24,0.11,1.65,0.614,0.386,0.232,117210.0,0.66,0.34,3.43,21.28,226547000.0
TX,Blanco,2022,0.146,1700.0,,0.2,0.1,1.65,0.448,0.552,0.185,380.0,0.57,0.43,3.1,19.23,992000.0
TX,Borden,2022,0.11,80.0,,,0.07,1.65,0.33,0.67,0.179,40.0,0.55,0.45,3.45,21.39,52000.0
TX,Bosque,2022,0.168,3090.0,,0.21,0.12,1.65,0.599,0.401,0.235,900.0,0.69,0.31,3.63,22.51,2110000.0
TX,Bowie,2022,0.169,15660.0,0.31,0.21,0.12,1.65,0.559,0.441,0.288,6320.0,0.71,0.29,3.66,22.69,10779000.0
TX,Brazoria,2022,0.129,48140.0,0.18,0.18,0.09,1.65,0.404,0.596,0.181,17530.0,0.44,0.56,3.62,22.45,32782000.0
TX,Brazos,2022,0.171,40010.0,0.36,0.24,0.15,1.65,0.685,0.315,0.226,10590.0,0.64,0.36,3.62,22.46,27259000.0
TX,Brewster,2022,0.178,1680.0,,0.22,0.14,1.65,0.558,0.442,0.204,350.0,0.44,0.56,3.53,21.88,1115000.0
TX,Briscoe,2022,0.215,280.0,,,0.14,1.65,0.933,0.0669999999999999,0.22,50.0,1.0,0.0,3.55,22.01,187000.0
TX,Brooks,2022,0.262,1850.0,,0.32,,1.65,0.776,0.224,0.318,500.0,0.69,0.31,3.47,21.51,1207000.0
TX,Brown,2022,0.184,7030.0,0.34,0.24,0.13,1.65,0.636,0.364,0.258,2050.0,0.7,0.3,3.71,23.01,4906000.0
TX,Burleson,2022,0.151,2710.0,0.29,,0.09,1.65,0.437,0.563,0.22,860.0,0.44,0.56,3.62,22.46,1846000.0
TX,Burnet,2022,0.143,7130.0,0.26,0.21,0.09,1.65,0.568,0.432,0.193,1970.0,0.77,0.23,3.61,22.38,4840000.0
TX,Caldwell,2022,0.167,7720.0,,0.21,0.11,1.65,0.654,0.346,0.21,2230.0,0.72,0.28,3.49,21.63,5066000.0
TX,Calhoun,2022,0.159,3190.0,,0.23,0.09,1.65,0.593,0.407,0.201,950.0,0.75,0.25,3.34,20.69,2002000.0
TX,Callahan,2022,0.157,2180.0,,0.26,0.1,1.65,0.573,0.427,0.234,700.0,0.67,0.33,3.7,22.93,1516000.0
TX,Cameron,2022,0.219,92480.0,0.3,0.26,0.13,1.65,0.818,0.182,0.272,33780.0,0.76,0.24,3.31,20.54,57606000.0
TX,Camp,2022,0.185,2320.0,0.31,0.26,0.11,1.65,0.737,0.263,0.274,910.0,0.77,0.23,3.53,21.85,1538000.0
TX,Carson,2022,0.129,750.0,,0.18,0.07,1.65,0.386,0.614,0.163,220.0,0.54,0.46,3.73,23.1,526000.0
TX,Cass,2022,0.188,5390.0,0.29,0.31,0.13,1.65,0.653,0.347,0.309,1990.0,0.77,0.23,3.62,22.44,3670000.0
TX,Castro,2022,0.153,1130.0,,0.19,0.12,1.65,0.762,0.238,0.191,410.0,0.93,0.07,3.55,22.01,754000.0
TX,Chambers,2022,0.156,7320.0,0.21,0.18,0.1,1.65,0.427,0.573,0.19,2450.0,0.53,0.47,3.51,21.77,4833000.0
TX,Cherokee,2022,0.167,8490.0,0.29,0.22,0.12,1.65,0.679,0.321,0.254,3270.0,0.84,0.16,3.57,22.11,5694000.0
TX,Childress,2022,0.164,1110.0,,0.27,0.12,1.65,0.609,0.391,0.219,280.0,0.88,0.12,3.69,22.87,770000.0
TX,Clay,2022,0.161,1660.0,,0.19,0.1,1.65,0.491,0.509,0.204,420.0,0.55,0.45,3.8,23.57,1187000.0
TX,Cochran,2022,0.225,570.0,,0.28,0.14,1.65,0.855,0.145,0.276,190.0,0.78,0.22,3.57,22.12,382000.0
TX,Coke,2022,0.188,620.0,,,0.14,1.65,0.73,0.27,0.238,170.0,0.72,0.28,3.46,21.42,403000.0
TX,Coleman,2022,0.194,1510.0,,0.25,0.15,1.65,0.601,0.399,0.26,440.0,0.54,0.46,3.71,23.01,1054000.0
TX,Collin,2022,0.121,130740.0,0.24,0.18,0.08,1.65,0.343,0.657,0.147,40060.0,0.41,0.59,4.22,26.17,103800000.0
TX,Collingsworth,2022,0.193,550.0,,0.26,0.11,1.65,0.642,0.358,0.249,210.0,0.64,0.36,3.69,22.87,382000.0
TX,Colorado,2022,0.132,2710.0,0.21,0.19,0.1,1.65,0.61,0.39,0.198,950.0,0.62,0.38,3.2,19.83,1630000.0
TX,Comal,2022,0.138,22720.0,0.14,0.19,0.08,1.65,0.383,0.617,0.161,5920.0,0.45,0.55,3.71,22.97,15832000.0
TX,Comanche,2022,0.172,2350.0,,0.23,0.12,1.65,0.568,0.432,0.217,670.0,0.61,0.39,3.4,21.09,1503000.0
TX,Concho,2022,0.176,570.0,,0.24,0.12,1.65,0.391,0.609,0.283,170.0,0.68,0.32,3.46,21.42,370000.0
TX,Cooke,2022,0.164,6880.0,0.4,0.23,0.1,1.65,0.527,0.473,0.24,2320.0,0.7,0.3,3.84,23.82,4972000.0
TX,Coryell,2022,0.168,13930.0,0.27,0.25,0.14,1.65,0.49,0.51,0.267,5000.0,0.67,0.33,3.46,21.47,9071000.0
TX,Cottle,2022,0.222,370.0,,,0.16,1.65,0.857,0.143,0.336,140.0,1.0,0.0,3.69,22.87,257000.0
TX,Crane,2022,0.115,530.0,,0.16,0.08,1.65,0.724,0.276,0.157,190.0,0.72,0.28,3.53,21.88,352000.0
TX,Crockett,2022,0.152,450.0,,,0.09,1.65,0.38,0.62,0.216,110.0,0.09,0.91,3.46,21.42,292000.0
TX,Crosby,2022,0.217,1120.0,,0.28,0.13,1.65,0.721,0.279,0.296,390.0,0.73,0.27,3.87,23.98,815000.0
TX,Culberson,2022,0.209,460.0,,0.32,,1.65,0.705,0.295,0.368,120.0,0.9,0.1,3.64,22.55,315000.0
TX,Dallam,2022,0.139,990.0,,0.21,0.07,1.65,0.773,0.227,0.142,320.0,0.85,0.15,3.47,21.53,646000.0
TX,Dallas,2022,0.156,406340.0,0.29,0.21,0.1,1.65,0.596,0.404,0.25,166590.0,0.72,0.28,3.87,24.0,295761000.0
TX,Dawson,2022,0.208,2560.0,,0.31,0.1,1.65,0.697,0.303,0.265,830.0,0.74,0.26,3.79,23.52,1826000.0
TX,Deaf Smith,2022,0.167,3110.0,,0.21,0.1,1.65,0.815,0.185,0.2,1150.0,0.89,0.11,3.94,24.41,2302000.0
TX,Delta,2022,0.161,850.0,,,0.11,1.65,0.58,0.42,0.242,290.0,0.48,0.52,3.69,22.87,590000.0
TX,Denton,2022,0.125,114180.0,0.25,0.18,0.08,1.65,0.363,0.637,0.157,34320.0,0.44,0.56,4.16,25.81,89386000.0
TX,DeWitt,2022,0.176,3490.0,0.3,0.25,0.11,1.65,0.581,0.419,0.221,980.0,0.65,0.35,3.27,20.27,2146000.0
TX,Dickens,2022,0.178,280.0,,0.29,,1.65,0.669,0.331,0.218,70.0,0.79,0.21,3.87,23.98,204000.0
TX,Dimmit,2022,0.285,2470.0,,0.33,0.17,1.65,0.929,0.071,0.333,800.0,0.78,0.22,2.97,18.42,1380000.0
TX,Donley,2022,0.148,490.0,,,,1.65,0.477,0.523,0.198,130.0,0.52,0.48,3.73,23.1,343000.0
TX,Duval,2022,0.212,2110.0,,0.28,0.11,1.65,0.732,0.268,0.284,710.0,0.84,0.16,3.43,21.28,1362000.0
TX,Eastland,2022,0.191,3410.0,,0.24,0.14,1.65,0.617,0.383,0.259,970.0,0.67,0.33,3.4,21.09,2181000.0
TX,Ector,2022,0.169,27350.0,0.26,0.22,0.1,1.65,0.593,0.407,0.212,10450.0,0.62,0.38,3.53,21.88,18152000.0
TX,Edwards,2022,0.19,260.0,,,,1.65,0.857,0.143,0.283,80.0,1.0,0.0,3.02,18.74,148000.0
TX,Ellis,2022,0.131,25540.0,0.19,0.19,0.08,1.65,0.432,0.568,0.194,9970.0,0.53,0.47,3.62,22.46,17396000.0
TX,El Paso,2022,0.194,167200.0,0.29,0.25,0.12,1.65,0.733,0.267,0.243,55600.0,0.73,0.27,3.64,22.55,114375000.0
TX,Erath,2022,0.167,7140.0,,0.25,0.13,1.65,0.662,0.338,0.206,1820.0,0.69,0.31,3.4,21.09,4567000.0
TX,Falls,2022,0.17,2900.0,0.35,0.23,0.11,1.65,0.718,0.282,0.256,910.0,0.83,0.17,3.46,21.44,1886000.0
TX,Fannin,2022,0.161,5790.0,0.46,0.2,0.11,1.65,0.567,0.433,0.215,1640.0,0.74,0.26,3.71,22.97,4034000.0
TX,Fayette,2022,0.15,3680.0,0.36,0.19,0.09,1.65,0.462,0.538,0.2,990.0,0.47,0.54,3.53,21.89,2443000.0
TX,Fisher,2022,0.164,600.0,,0.23,0.09,1.65,0.581,0.419,0.239,190.0,0.79,0.21,3.7,22.93,417000.0
TX,Floyd,2022,0.187,1010.0,,0.25,0.12,1.65,0.733,0.267,0.251,350.0,0.77,0.23,3.55,22.01,674000.0
TX,Foard,2022,0.201,220.0,,,0.12,1.65,0.636,0.364,0.343,80.0,0.86,0.14,3.69,22.87,153000.0
TX,Fort Bend,2022,0.111,92640.0,0.19,0.17,0.06,1.65,0.389,0.611,0.166,37420.0,0.46,0.54,3.84,23.78,66819000.0
TX,Franklin,2022,0.146,1520.0,,0.2,0.11,1.65,0.389,0.611,0.198,480.0,0.43,0.57,3.53,21.85,1008000.0
TX,Freestone,2022,0.171,3350.0,0.22,0.21,0.11,1.65,0.602,0.398,0.244,1080.0,0.69,0.31,3.25,20.16,2049000.0
TX,Frio,2022,0.197,3580.0,,0.24,0.13,1.65,0.534,0.466,0.26,1100.0,0.56,0.44,3.36,20.82,2261000.0
TX,Gaines,2022,0.155,3340.0,,0.23,0.08,1.65,0.618,0.382,0.182,1390.0,0.71,0.29,3.79,23.52,2383000.0
TX,Galveston,2022,0.151,53140.0,0.29,0.21,0.1,1.65,0.492,0.508,0.212,17740.0,0.56,0.44,3.7,22.9,36919000.0
TX,Garza,2022,0.181,1040.0,,0.24,0.14,1.65,0.444,0.556,0.297,260.0,0.59,0.41,3.87,23.98,756000.0
TX,Gillespie,2022,0.152,4090.0,,0.21,0.1,1.65,0.482,0.518,0.193,1030.0,0.81,0.18,3.1,19.23,2386000.0
TX,Glasscock,2022,0.13,140.0,,,0.08,1.65,0.334,0.666,0.14,40.0,0.29,0.71,3.45,21.39,91000.0
TX,Goliad,2022,0.155,1100.0,,0.23,0.09,1.65,0.604,0.396,0.191,280.0,0.66,0.34,3.39,21.03,702000.0
TX,Gonzales,2022,0.165,3270.0,0.28,0.21,0.1,1.65,0.666,0.334,0.22,1160.0,0.75,0.25,3.31,20.53,2037000.0
TX,Gray,2022,0.178,3780.0,0.21,0.24,0.13,1.65,0.619,0.381,0.227,1220.0,0.66,0.34,3.73,23.1,2649000.0
TX,Grayson,2022,0.157,21570.0,0.3,0.19,0.11,1.65,0.541,0.459,0.227,7390.0,0.72,0.28,3.77,23.35,15281000.0
TX,Gregg,2022,0.167,20790.0,0.28,0.22,0.12,1.65,0.584,0.416,0.267,8540.0,0.69,0.31,3.72,23.03,14522000.0
TX,Grimes,2022,0.162,4780.0,0.4,0.19,0.1,1.65,0.533,0.467,0.237,1570.0,0.61,0.39,3.87,23.99,3478000.0
TX,Guadalupe,2022,0.138,23920.0,0.18,0.2,0.09,1.65,0.474,0.526,0.188,8000.0,0.58,0.42,3.61,22.35,16217000.0
TX,Hale,2022,0.189,6160.0,0.26,0.23,0.13,1.65,0.724,0.276,0.25,2200.0,0.88,0.12,3.55,22.01,4113000.0
TX,Hall,2022,0.191,540.0,,0.28,0.12,1.65,0.79,0.21,0.275,170.0,0.85,0.15,3.73,23.1,378000.0
TX,Hamilton,2022,0.184,1510.0,,0.23,0.12,1.65,0.653,0.347,0.214,370.0,0.91,0.09,3.4,21.09,966000.0
TX,Hansford,2022,0.139,730.0,,0.18,0.11,1.65,0.647,0.353,0.155,240.0,0.66,0.34,3.44,21.31,472000.0
TX,Hardeman,2022,0.173,610.0,,,0.13,1.65,0.558,0.442,0.222,170.0,0.6,0.4,3.69,22.87,423000.0
TX,Hardin,2022,0.174,9860.0,0.26,0.25,0.11,1.65,0.547,0.453,0.235,3270.0,0.6,0.4,3.56,22.09,6606000.0
TX,Harris,2022,0.164,776960.0,0.31,0.23,0.1,1.65,0.597,0.403,0.248,307770.0,0.67,0.33,3.7,22.92,540241000.0
TX,Harrison,2022,0.17,11720.0,0.29,0.27,0.11,1.65,0.582,0.418,0.274,4590.0,0.65,0.35,3.64,22.58,8028000.0
TX,Hartley,2022,0.122,660.0,,0.17,0.07,1.65,0.289,0.711,0.138,160.0,0.42,0.58,3.47,21.53,431000.0
TX,Haskell,2022,0.186,1000.0,,0.29,0.13,1.65,0.666,0.334,0.238,220.0,0.68,0.32,3.7,22.93,696000.0
TX,Hays,2022,0.147,36140.0,0.26,0.22,0.11,1.65,0.559,0.441,0.165,9180.0,0.56,0.44,3.72,23.04,25262000.0
TX,Hemphill,2022,0.151,510.0,,0.24,0.09,1.65,0.425,0.575,0.205,170.0,0.39,0.61,3.73,23.1,357000.0
TX,Henderson,2022,0.173,14260.0,0.27,0.24,0.12,1.65,0.679,0.321,0.258,4560.0,0.82,0.18,3.75,23.24,10052000.0
TX,Hidalgo,2022,0.229,199990.0,0.32,0.26,0.15,1.65,0.819,0.181,0.271,75020.0,0.74,0.26,3.31,20.54,124625000.0
TX,Hill,2022,0.167,6030.0,0.35,0.22,0.11,1.65,0.604,0.396,0.246,2060.0,0.71,0.29,3.63,22.51,4118000.0
TX,Hockley,2022,0.173,3710.0,,0.24,0.11,1.65,0.695,0.305,0.22,1260.0,0.75,0.25,3.57,22.12,2490000.0
TX,Hood,2022,0.144,8980.0,0.29,0.19,0.1,1.65,0.455,0.545,0.186,2400.0,0.57,0.43,3.66,22.66,6171000.0
TX,Hopkins,2022,0.164,6050.0,0.33,0.21,0.11,1.65,0.581,0.419,0.228,2050.0,0.62,0.38,3.69,22.87,4196000.0
TX,Houston,2022,0.182,4020.0,0.32,0.26,0.12,1.65,0.67,0.33,0.317,1380.0,0.8,0.2,3.35,20.76,2531000.0
TX,Howard,2022,0.181,6230.0,0.29,0.23,0.12,1.65,0.531,0.469,0.224,1680.0,0.61,0.39,3.45,21.39,4043000.0
TX,Hudspeth,2022,0.248,830.0,,0.33,,1.65,0.697,0.303,0.301,170.0,0.79,0.21,3.64,22.55,568000.0
TX,Hunt,2022,0.162,16470.0,0.34,0.2,0.11,1.65,0.586,0.414,0.231,5580.0,0.73,0.27,3.61,22.36,11172000.0
TX,Hutchinson,2022,0.16,3290.0,,0.2,0.1,1.65,0.511,0.489,0.205,1060.0,0.68,0.32,3.81,23.64,2360000.0
TX,Irion,2022,0.134,210.0,,,0.07,1.65,0.326,0.674,0.158,60.0,0.12,0.88,3.46,21.42,136000.0
TX,Jack,2022,0.166,1430.0,,0.28,0.11,1.65,0.628,0.372,0.24,450.0,0.8,0.2,3.62,22.43,973000.0
TX,Jackson,2022,0.157,2360.0,,0.22,0.1,1.65,0.609,0.391,0.209,790.0,0.67,0.33,3.27,20.27,1451000.0
TX,Jasper,2022,0.196,6480.0,0.37,0.26,0.15,1.65,0.651,0.349,0.296,2290.0,0.7,0.3,3.62,22.45,4412000.0
TX,Jeff Davis,2022,0.202,400.0,,,,1.65,0.664,0.336,0.318,90.0,0.7,0.3,3.53,21.88,265000.0
TX,Jefferson,2022,0.178,45350.0,0.3,0.23,0.11,1.65,0.59,0.41,0.327,20310.0,0.69,0.31,3.52,21.84,30042000.0
TX,Jim Hogg,2022,0.232,1120.0,,0.28,,1.65,0.916,0.084,0.286,450.0,0.81,0.19,3.43,21.28,723000.0
TX,Jim Wells,2022,0.215,8420.0,,0.26,0.13,1.65,0.759,0.241,0.295,3110.0,0.73,0.27,3.43,21.28,5436000.0
TX,Johnson,2022,0.146,26620.0,0.19,0.2,0.1,1.65,0.508,0.492,0.192,9000.0,0.67,0.33,3.53,21.89,17675000.0
TX,Jones,2022,0.167,3290.0,,0.25,0.11,1.65,0.455,0.545,0.214,690.0,0.8,0.2,3.7,22.93,2288000.0
TX,Karnes,2022,0.181,2690.0,,0.27,0.08,1.65,0.492,0.508,0.27,820.0,0.6,0.4,3.36,20.84,1701000.0
TX,Kaufman,2022,0.133,19920.0,0.24,0.18,0.09,1.65,0.538,0.462,0.197,8310.0,0.64,0.36,3.82,23.69,14316000.0
TX,Kendall,2022,0.127,5750.0,,0.17,0.08,1.65,0.392,0.608,0.137,1410.0,0.66,0.34,3.75,23.27,4058000.0
TX,Kenedy,2022,0.201,20.0,,,,1.65,1.0,0.0,0.25,10.0,0.58,0.42,3.47,21.51,13000.0
TX,Kent,2022,0.149,90.0,,,0.1,1.65,0.337,0.663,0.214,30.0,0.17,0.83,3.7,22.93,63000.0
TX,Kerr,2022,0.166,8760.0,,0.23,0.1,1.65,0.592,0.408,0.232,2280.0,0.75,0.25,3.45,21.4,5688000.0
TX,Kimble,2022,0.166,710.0,,,0.1,1.65,0.731,0.269,0.227,190.0,0.81,0.19,3.45,21.4,461000.0
TX,King,2022,0.224,50.0,,,,1.65,0.736,0.264,0.22,10.0,0.91,0.09,3.7,22.93,35000.0
TX,Kinney,2022,0.222,700.0,,0.28,0.15,1.65,0.72,0.28,0.333,120.0,0.93,0.07,3.04,18.86,400000.0
TX,Kleberg,2022,0.23,7080.0,,0.28,0.13,1.65,0.701,0.299,0.292,2200.0,0.69,0.31,3.47,21.51,4619000.0
TX,Knox,2022,0.167,560.0,,0.24,0.1,1.65,0.815,0.185,0.214,180.0,0.94,0.06,3.7,22.93,390000.0
TX,Lamar,2022,0.181,9070.0,0.28,0.26,0.12,1.65,0.65,0.35,0.284,3400.0,0.77,0.23,3.66,22.68,6239000.0
TX,Lamb,2022,0.188,2450.0,,0.23,0.11,1.65,0.702,0.298,0.228,820.0,0.77,0.23,3.57,22.12,1644000.0
TX,Lampasas,2022,0.162,3550.0,0.13,0.22,0.12,1.65,0.598,0.402,0.214,990.0,0.6,0.4,3.36,20.82,2242000.0
TX,La Salle,2022,0.204,1420.0,,0.23,0.21,1.65,0.623,0.377,0.212,330.0,0.85,0.15,3.43,21.23,915000.0
TX,Lavaca,2022,0.147,3000.0,0.32,0.23,0.09,1.65,0.608,0.392,0.213,1020.0,0.72,0.28,3.31,20.53,1868000.0
TX,Lee,2022,0.154,2700.0,0.28,0.23,0.09,1.65,0.637,0.363,0.212,800.0,0.62,0.38,3.62,22.45,1839000.0
TX,Leon,2022,0.186,2950.0,0.21,0.28,0.12,1.65,0.608,0.392,0.258,920.0,0.7,0.3,3.25,20.16,1804000.0
TX,Liberty,2022,0.184,17230.0,0.24,0.23,0.13,1.65,0.65,0.35,0.253,6620.0,0.76,0.24,3.47,21.48,11227000.0
TX,Limestone,2022,0.192,4270.0,0.27,0.23,0.13,1.65,0.661,0.339,0.301,1490.0,0.8,0.2,3.25,20.16,2612000.0
TX,Lipscomb,2022,0.164,500.0,,0.21,0.12,1.65,0.58,0.42,0.206,180.0,0.69,0.31,3.79,23.5,356000.0
TX,Live Oak,2022,0.192,2180.0,,0.27,0.12,1.65,0.608,0.392,0.261,580.0,0.77,0.23,3.39,21.03,1390000.0
TX,Llano,2022,0.172,3720.0,,0.29,0.11,1.65,0.583,0.417,0.268,920.0,0.77,0.23,2.91,18.04,2036000.0
TX,Loving,2022,0.165,20.0,,,,1.65,0.194,0.806,0.192,10.0,0.0,1.0,3.89,24.14,15000.0
TX,Lubbock,2022,0.17,52990.0,0.34,0.24,0.12,1.65,0.646,0.354,0.222,16310.0,0.68,0.32,3.87,23.98,38539000.0
TX,Lynn,2022,0.189,1060.0,,0.3,0.09,1.65,0.856,0.144,0.263,400.0,0.81,0.19,3.87,23.98,771000.0
TX,McCulloch,2022,0.186,1420.0,,0.25,0.15,1.65,0.626,0.374,0.231,390.0,0.69,0.31,3.71,23.01,991000.0
TX,McLennan,2022,0.169,44070.0,0.35,0.23,0.12,1.65,0.662,0.338,0.255,16030.0,0.75,0.25,3.46,21.44,28658000.0
TX,McMullen,2022,0.155,100.0,,,,1.65,1.0,0.0,0.194,40.0,1.0,0.0,3.31,20.5,62000.0
TX,Madison,2022,0.159,2160.0,0.24,0.19,0.13,1.65,0.474,0.526,0.232,680.0,0.68,0.32,3.68,22.83,1496000.0
TX,Marion,2022,0.178,1720.0,0.34,,0.14,1.65,0.7,0.3,0.344,570.0,0.84,0.16,3.64,22.58,1178000.0
TX,Martin,2022,0.175,910.0,,0.25,0.09,1.65,0.513,0.487,0.241,370.0,0.59,0.41,3.66,22.68,626000.0
TX,Mason,2022,0.144,570.0,,,0.08,1.65,0.478,0.522,0.207,180.0,0.57,0.43,3.1,19.23,332000.0
TX,Matagorda,2022,0.207,7500.0,0.43,0.27,0.11,1.65,0.666,0.334,0.296,2770.0,0.75,0.25,3.37,20.87,4749000.0
TX,Maverick,2022,0.223,12900.0,,0.25,0.17,1.65,0.814,0.186,0.263,4720.0,0.78,0.22,2.97,18.42,7209000.0
TX,Medina,2022,0.159,8160.0,,0.22,0.09,1.65,0.471,0.529,0.211,2460.0,0.51,0.49,3.36,20.82,5154000.0
TX,Menard,2022,0.225,440.0,,0.4,0.17,1.65,0.6,0.4,0.308,110.0,0.44,0.56,3.46,21.42,286000.0
TX,Midland,2022,0.145,24540.0,0.24,0.2,0.08,1.65,0.45,0.55,0.175,8540.0,0.5,0.5,3.66,22.68,16885000.0
TX,Milam,2022,0.167,4200.0,0.28,0.24,0.11,1.65,0.589,0.411,0.239,1410.0,0.65,0.35,3.6,22.31,2842000.0
TX,Mills,2022,0.145,650.0,,0.14,0.1,1.65,0.493,0.507,0.18,150.0,0.55,0.45,3.71,23.01,454000.0
TX,Mitchell,2022,0.171,1530.0,,0.2,0.12,1.65,0.502,0.498,0.18,300.0,0.58,0.42,3.45,21.39,993000.0
TX,Montague,2022,0.173,3490.0,,0.21,0.12,1.65,0.586,0.414,0.235,1070.0,0.76,0.24,3.64,22.55,2388000.0
TX,Montgomery,2022,0.138,87060.0,0.23,0.19,0.08,1.65,0.45,0.55,0.171,27920.0,0.52,0.48,3.83,23.76,62758000.0
TX,Moore,2022,0.156,3320.0,,0.2,0.11,1.65,0.753,0.247,0.202,1350.0,0.95,0.05,3.47,21.53,2168000.0
TX,Morris,2022,0.183,2200.0,0.29,,0.12,1.65,0.656,0.344,0.311,860.0,0.74,0.26,3.53,21.85,1458000.0
TX,Motley,2022,0.172,210.0,,,0.09,1.65,0.519,0.481,0.205,40.0,0.46,0.54,3.55,22.01,140000.0
TX,Nacogdoches,2022,0.19,12290.0,0.38,0.25,0.14,1.65,0.688,0.312,0.289,4340.0,0.75,0.25,3.73,23.13,8625000.0
TX,Navarro,2022,0.179,9440.0,0.34,0.22,0.12,1.65,0.707,0.293,0.254,3430.0,0.78,0.22,3.28,20.34,5824000.0
TX,Newton,2022,0.204,2510.0,0.38,0.53,0.13,1.65,0.72,0.28,0.323,860.0,0.73,0.27,3.62,22.45,1709000.0
TX,Nolan,2022,0.186,2730.0,,0.25,0.14,1.65,0.833,0.167,0.254,960.0,0.85,0.15,3.7,22.93,1899000.0
